,sample_1,sample_3,sample_2,sample_10,sample_9,sample_12,sample_11,sample_6,sample_4,sample_5,sample_7,sample_8
TMEM89,0,0,0,0,0,0,0,0,0,0,0,1
CCDC159,46,51,62,82,254,82,52,253,75,91,152,152
RIPK4,6,27,46,9,32,4,22,61,14,10,13,31
LRIT3,10,8.79,22,13,18,22,6,20,10,11,17,13
NPIPA1,2415.35,2967.1,3419.46,3689.21,3784.48,4312.54,3046.17,3213.45,2153.83,2216.19,5822.2,4524.45
SF3A3,4020.99,4783.78,5212.88,4736.99,5408.99,4653.99,3853,5232.97,3536.99,4115,5256.99,5735.99
TFDP3,0,0,0,2,0,1,0,4,0,0,0,0
TRIM61,0,0,0,0,0,0,0,0,0,0,5,0
URAD,0,0,0,0,0,1,0,0,0,0,0,0
GPR132,1,1,2,2,3,1,1,7,10,5,10,10
MEX3B,2365,3036,3525,3293,2529,3779,3318,2912,3342,3341,2179,2304
TENT5C,5,11,28,53,160,32,42,300,62,42,116,243
COA5,1193,1311,1583,1409,1663,1340,1174,1819,1037,1181,1650,1388
UTP11,1770,2220,2432,2192,2366,2401,1826,2346,1810,2052,2456,2407
PSMG1,1174,1309,1595,1512,1421,1604,1253,1422,1089,1232,1996,1850
PRR14L,4746,6033,6465,6780,5570,6455,4988,6724,5081,5666,6228,5193
ACSM5,0,2,1,1,33,0,1,30,1,3,15,28
C10orf120,0,0,0,0,0,0,0,0,0,0,0,3
SERHL2,77.26,76.14,78.8,123.56,58.47,79.2,69.43,64.32,49.61,57.35,56.79,27.01
PGPEP1L,0,0,1,0,0,1,0,1,2,0,1,0
SETD3,2734,3378,3796,4169,4097,3985,3032,4548,3187,3476,4091,3952
TNFAIP8L3,8,5,30,32,24,45,8,27,27,21,92,60
ZNRF3,451,629,724,732,4103,671,533,4730,668,869,944,1992
FBXL7,367,528,885,1470,2473,1314,947,1967,1620,1350,1470,2172
TANGO2,833.12,1052,1208.03,1392.26,967,1033.08,909.05,1097.07,871.05,943,1021,770
SFXN4,389,498,794,595,561,763,426,537,440,485,545,511
GKN2,0,0,2,1,0,0,0,1,1,0,2,1
FAM167B,4,13,9,7,6,12,6,7,8,4,12,6
MRPL54,632,798,970,897,752,790,589,800,554,635,768,596
ZNF438,162,179,197,199,260,183,207,256,144,154,146,146
HMCES,1710,2068,2739,2376,2124,2667,1671,2287,1789,2009,2471,2757
PRR32,0,3,2,1,26,3,3,8,2,0,1,4
TP53TG3,0,0,0,0,0,0,0,0,0,0,0,0
RP1L1,36,37,38,45,19,26,32,23,23,26,21,21
KRTAP8-1,0,0,0,0,0,0,0,0,0,0,0,0
MARCHF11,969,1268,1863,1115,862,1454,549,660,875,1298,1407,405
KLHL25,461,621,916,655,1203,852,508,975,625,751,753,1070
TRMT12,698,827,979,938,870,918,617,954,657,836,883,750
PSG9,0,1,1,2,0,0,0,0,0,0,1,0
BMP8A,93.08,88.59,131.14,104.81,97.42,89.35,70.59,197.05,57.75,57.72,128.05,116.4
ALYREF,841,1116,1313,1418,2068,1197,956,1471,1285,1303,1997,2518
RFLNB,715,1039,1206,1310,2044,1112,905,2805,1201,1345,1917,2221
EFHC2,7,9,17,3,102,9,6,116,12,10,12,56
MRGPRX2,0,0,0,0,0,0,0,0,0,0,1,0
UPP1,491,648,1144,987,2430,2615,645,964,838,1243,1439,893
OR4N4,0,0,0,0,0,0,0,0,0,0,0,0
LHFPL6,5198,6453,6653,4120,4238,5221,4029,3381,3858,4218,3059,3210
TMEM50A,5814,7067,6395,6679,6578,6144,5611,8494,4830,5411,6538,6365
FIGLA,0,0,0,0,0,0,0,0,0,0,0,0
CBX6,2835,3713,6221,5736,6566,7647,3446,7919,4415,4997,6015,5757
MACC1,5,17,24,7,1.05,1,3,6,12,5,19,16
ACSM2A,0,2,2,1,0,0,0,3,1,0,6.87,3.39
BPY2,0,0,0,0,0,0,0,0,0,0,0,0
ACP7,0,0,1,1,0,3,0,0,1,0,4,0
TRAIP,98,84,83,109,284,86,109,178,134,104,307,688
FOXL2,1,0,12,17,24,3,4,27,15,21,35,51
KCTD16,6012,7259,6132,8151,2586,4385,6228,6519,4248,4138,9298,4066
ZNF703,5326,7677,6612,9678,9225,7681,6955,7886,5635,5994,5865,6615
SLC35F3,299,434,511,431,376,699,306,502,349,450,365,423
KCTD8,307,497,619,396,523,1057,418,356,254,542,658,711
NPIPA5,386.62,461.82,354.24,332.6,589.8,434.65,271.58,412.56,291.49,302.49,699.66,642.54
BPY2B,0,0,0,0,0,0,0,0,0,0,0,0
EMILIN3,108,166,268,385,529,271,283,462,314,285,655,912
OLFML1,11,21,29,443,704,141,343,524,416,387,40,256
FAM162B,121,213,331,135,113,226,109,145,84,206,78,49
CCR4,0,0,1,0,1,1,1,0,1,0,1,1
BTBD9,3045,3907,4663,4266,3537,5030,3115,4373,3358,3622,3682,2845
NUDT14,955,1178,1464,1279,720,1211,855,776,707,815,1195,745
ANKRD45,212.26,251.91,404.36,244.24,361.29,481.69,173.96,453.32,268.18,281.9,127.76,124.95
CFAP91,141,195,287,186,570.24,404,154,461,184,272,181,188
GPR39,61,56,90,60,68,95,62,110,43,53,64,78
FAM3B,1,5,4,11,2,2,6,2,3,0,1,0
ZNF730,55.27,82.09,87.43,92.63,206.99,91.09,71.29,92.1,114.03,128.89,132.77,317.44
KIRREL1,1224,2176,2467,5454,8480,2930,2683,9085,4809,3943,9001,9169
IQGAP3,18,38,81,184,776,86,134,483,285,180,1371,2872
TOB2,1957.99,2523,2499,3037,3276,2583,2043.99,3127.99,2628,2508,3407,4236
ARSI,11,43,75,164,124,34,52,140,102,89,197,133
SRARP,0,0,0,1,0,0,0,1,0,0,0,1
TTC32,144,190,147,166,197,151,144,257,110,127,214,180
LRRC55,19027,21659,18119,26471,9511,11704,18496,12666,12566,15523,14238,4752
PRKX,4663.51,5623.65,5238.04,5141.96,3828.82,3969.84,4451.12,4738.86,3950.32,4347.88,7504.19,5932.49
KCNH8,793,939,1593,1113,1665,2715,936,1278,1154,1368,794,734
PP2D1,0,0,0,0,0,0,0,0,0,0,0,1
COA3,2068,2694,3225,2566,2499,2810,1897,2414,1994,2234,1813,1542
NPB,100.91,142.47,91.06,97.43,69.41,106.71,88.57,93.43,55.26,67.45,94.53,96.56
ST6GALNAC3,739,1177,1278,1170,3190,1554,957,3235,1251,1715,1591,2150
OR2T10,0,0,0,0,0,2,0,0,0,0,0,0
KRTAP20-2,0,0,0,0,0,0,0,0,0,0,0,0
ADAP2,284,505,784,1085,556,1108,366,547,668,877,575,194
UQCR10,2759,3734,4209,3775,3913,3732,2738,4289,2725,3144,2665,2589
FAM120C,313,360,429,382,837,449,344,685,377,389,526,569
TRIML1,0,0,0,0,0,0,0,0,0,0,2,0
NIPSNAP1,15061,17747,19029,18157,12806,15136,14045,15212,11334,12814,10225,7977
OR4F6,0,0,0,0,0,0,0,0,0,0,0,0
CNTN2,19092,21855,28236,44313,19622,29392,21846,27363,27822,33196,11678,5705
SPRR4,0,0,0,0,0,0,0,0,0,0,1,0
OR10J5,0,0,0,0,0,0,0,0,0,0,0,0
KCNQ3,3809,4325,5936,6582,3723,8302,4163,4847,4671,4572,3038,2776
ADRA2C,143,206,269,642,348,282,220,329,387,284,281,297.65
C1QTNF12,7,2,2,6,8,9,2,8,4,8,13,12
KCNJ12,2129.9,2253.89,1928,2065.75,847,1195,1598,1941.88,1015,1199.73,1263,873
PPP1R2,7962.27,9057.24,7432.33,6313.78,5629.39,8301.21,6892.83,8307.84,6053.58,7635.87,7034.14,5389.1
TSPYL2,1241,1504,2053,1850,2443,3164,1564,1876,1482,1844,2954,3192
PGP,1100.28,1291,2127.79,2011.37,2056.79,2590.41,1156.17,1689.95,1613.61,1688.56,1438.38,1573.15
SNRNP35,1065,1318,1352,1143,1385,1342,949,1358,938,1134,794,782
DGAT2L6,0,0,0,1,0,1,1,0,0,0,0,2
IRAK1,1468,1586,1869,1948,1446,1453,1492,1529,1083,1024,3086,2163
CMSS1,1585,1826,2016,1821,1406,1778,1664,1654,1157,1387,1866,1453
OLIG1,35,43,69,53,85,91,35,59,31,71,22,55
PCDH9,4723,7374,7767,9869,7690,11509,6844,7659,7950,8485,11848,8487
ACOT1,138.29,103.43,165.86,155.98,64.94,118.63,98.43,65.23,77.21,76.05,29.22,18.57
OAF,33,116,127,726,1692,392,533,929,665,666,1045,1709
ALDH1A3,36,81,191,314,392,186,174,171,275,117,88,152
DEFB108B,0,0,0,0,0,0,0,0,0,0,0,0
TM2D3,3043,3641,4112.42,3348,2806,4457,2725,3216,2481,2924,3467,2344
TSSC4,834,1048,1458,1272,1110,1209,887,1104,797,901,1152,975
TACSTD2,2,6,1,0,0,0,0,0,6,0,4,1
SIX6,0,0,0,0,1,1,0,1,0,0,0,0
MROH7,0,2,3.33,5.42,21.82,15.93,6,29.94,1.62,3.27,14.62,24.84
S100A7A,0,0,0,0,0,0,0,0,0,0,4,0
SRPK3,1,6.55,7.83,16.16,13.62,21.9,14.37,7,6.71,2.55,7.89,23.41
GDF3,0,6,1,13,15,26,5,6,64,66,53,68
IQCF2,0,0,0,0,0,0,0,0,0,0,0,0
MRGPRE,4,3,2,6,2,3,5,3,6,5,8,5
KRTAP19-1,0,0,0,1,0,0,0,0,0,0,0,0
SPATA32,1,0,1,0,1,1,0,2,0,3,1,5
PKP3,0,3,0,0,0,0,0,0,4,2,1,1
MAP7D2,2981,4064,3828,5404,1898,3824,3738,1786,2301,2444,4631,2565
CSF1,34,80,128,341,1441,126,125,2241,359,342,527,958
COLEC10,20,16,24,28,24,55,18,24,13,21,80,28
ACTRT3,14,12,13,19,16,7,11,51,20,16,20,43
PLA2G6,694,879,905,881,854,636,689,971,561,609,758,757
MAML2,4632,6015,4700,5699,4226,3869,4485,5496,4318,4558,6124,3961
A3GALT2,0,1,0,1,0,3,1,1,1,1,2,0
SS18L1,5567,7017,7783,6611,5301,8015,5657,6207,5359,5931,5234,4604
KCND2,717,1104,1689,1043,1336,2163,799,1394,1263,1586,1099,1064
TOP1MT,576,671,859,926,886,1027,626,842,657,727,772,722
LRRC19,0,2,4,4,0,2,3,0,18,0,1,1
THAP7,460,656,793,705,855,736,529,702,535,557,724,773
KNTC1,302,387,459,613,1345,606,453,882,640,613,1144,2377
CCR10,95,147,207,179,134,175,113,142,99,139,89,71
NCMAP,9,23,33,8,46,6,8,96,10,8,12,47
WDR27,1122.1,1321.92,1712.63,1664.73,2406.64,2047.04,1236.92,2172.99,1285.94,1416.42,1347.19,1470.82
TXNRD2,4,4,4,14,54,4,10,42,23,19,262,221
FOXO4,220,305,232,266,565,220,257,550,177,196,404,607
POU3F2,765,1488,1509,824,3218,2218,1052,2104,1546,2451,1487,2387
FOXD4L1,177.61,167.97,144.9,169.62,97.01,132.19,186.99,109.65,116.93,131.78,194.51,90.85
TMEM255B,131,182,137,257,110,143,159,187,157,162,351,137
GAST,1,0,1,0,0,0,1,0,1,0,0,0
NUTM1,0,0,5,1,2,7,2,2,1,1,3,3
BEX5,171,240,296,528,414,625,342,298,346,422,43,11
ZFP1,2064,2509,2437,2339,1835,2583,2091,2110,2008,2133,1752,1578
CEND1,2197,2638,2647,2535,1462,2605,2056,1650,1743,2140,1180,821
C6orf58,14,13,11,8,5,6,13,13,3,4,4,13
DUSP8,6625.92,9195.89,10975.83,9568.78,6516.8,14118.73,6885.87,6987.86,6816.81,7377.89,5375.75,3568.88
SOCS3,59,183,238,629,1172,168,212,2043,506,427,315,698
SPEM2,0,3,1,0,1,0,0,2,0,0,0,1
SLITRK6,80,154,128,362,1855,305,466,276,517,374,241,331
LPAR5,5,13,3,5,4,6,12,11,1,1,4,9
XPOT,11498.36,10415.5,12736.11,12560.43,10265.54,10804.66,13271.81,9214.69,7261.79,7244.84,17805.53,13790.81
STING1,7,43,33,402,501,96,139,457,250,216,445,555
PDE4B,4197,5759,6247,4429,5104,4595,3764,6284,3264,4637,6449,4095
SNN,13374,15446,17331,15483,8842,15578,13094,11338,10276,10712,8383,7359
ZNF93,558.26,723.75,745.37,877.82,996.67,1008.26,768.32,683.5,916.66,850,495.57,1177.24
PRSS55,0,0,0,2,1,2,1,2,2,1,2,2
ODF4,0,0,0,0,0,0,0,0,0,0,0,0
CDCA2,19,50,33,129,425,62,105,238,172,151,957,2585
RALYL,687,1185,1306,726,913,1413,820,1007,897,1116,694,729
AMER1,2192,2786,2901,2728,2073,3319,2035,2075,2174,2365,2155,1767
ZBTB40,1607,1973,1957,2435,2865,2304,1816,3101,1875,1897,3075,3132
CLDN6,1876.96,2410,2012.99,3515.99,1526,1167,2224,2587,1299,1670,905,718
OR51M1,0,0,0,0,3,0,0,0,1,0,3,1
SEPTIN5,11466.7,14173.21,16494.37,17337.19,8482.29,18185.66,12144.99,7634.66,11103.46,12905.98,7585.07,5200.88
EIF4ENIF1,2934,3561,3842,3521,3211,4095,2911,3313,2676,3022,3330,3122
LRRC26,177,232,247,179,129,230,149,116.89,161,207,71,61
RNLS,20,16,32,28,14,25,32,17,13,12,53,33
KRTAP6-1,0,0,0,0,0,0,0,0,0,0,0,0
FAM110C,24,44,83,78,700,102,45,1040,66,99,118,356
DDX53,0,0,0,0,0,0,0,0,0,0,1,2
ATL3,304,487,466,1124,975,541,685,772,839,762,1938,1749
SMIM10,7,6,15,21,17,18,20,11,25,16,36,20
DYNLT2,94,132,122,117,196,165,118,188,94,117,228,151
UBE2G2,3207,4240,4552,4454,6365,5162,3384,6658,3996,4446,5275,6106
OSBP2,1873,2183,2464,1966,1311,2813,1464,1542,1255,1524,1508,1089
TRARG1,34,49,22,73,17,21,44,38,14,25,15,14
PRR23B,0,0,0,0,0,0,0,0,0,0,0,0
ZBTB7C,1002,1253,1660,794,502,1575,848,458,705,742,1084,675
APOO,1391,1845,2403,1932,1781,2193.97,1291,1783,1406,1576,1438,1310
PRR16,27,54,64,146,396,116,70,234,151,168,331,358
TMED9,3225,4045,5663,6173,6568,4807,3453,7554,3781,4141,6166,5034
DRD1,6,8,24,13,54,74,16,40,10,9,100,56
TMEM186,415,502,596,568,457,472,402,556,374,394,502,436
SDR42E1,1,1,2,9,1,3,4,4,1,2,7,9
RBM33,2422,3275,4063,3467,4426,6130,2681,4826,3430,3627,4255,4043
ARMCX2,4825,5812,6764,7522,6131,6911,4926,7377,5373,5704,5915,4125
SRY,0,0,0,0,0,0,0,0,0,0,0,0
H1-10,10722,11914,13321,11507,10187,9822,10274,9170,7215,7624,9221,8403
RBM43,20,28,29,42,119,30,38,113,47,42,107,128
TCEAL2,0,0,0,0,2,0,0,0,1,0,1212.35,687.52
JAG2,2220,2857,3761,3676,1960,4216,2251,2417,2605,2641,3048,1844
NUTM2A,412.6,462.03,537.94,594.54,382.11,428.83,431.96,454.15,335.2,390.67,519.79,363.77
LCN12,8,7,24,14,31,26,5,30,14,21,13,15
ZFP90,7470,8789.75,8402,8048,6286,7957,6953,7849.8,5475,6420,6293,4793
OR6C70,0,0,0,0,0,0,0,0,0,0,0,1
MUC6,1,0,1,0,1,1,1,2,1,3,3,2
NOC4L,547,793,902,785,809,907,622,754,590,728,736,738
USP18,17,35.83,36,84.52,58.92,33.67,31.91,60.53,57.45,49.09,146.69,182.94
NDUFA6,3052,3869,4304,3897,3578,3674,3046,3622,2933,3195,3052,3098
SORCS2,2840,3985,6152,7311,11066,6568,4146,12142,4996,5294,3526,4018
TMEM121,147,181,226,189,178,242,162,148,160,169,296,241
TMEM106A,1,8,8,51,31,12,9,32,25,21,25,35
SIVA1,281,351,642,576,987,583,339,721,436,440,716,1009
IFNE,0,0,0,0,3,0,0,0,2,0,1,0
DGAT1,1134,1404,1919.46,1895,1560.26,1958.65,1147,1404.43,1157.1,1337.82,1271.74,1143
RFX6,0,0,0,1,2,8,0,2,0,3,2,2
F8,284,322,385,320,259,359,262,301,233,215,476,465
NT5C1B,0,0,0,0,0,0,0,0,0,0,0,2
CA13,130,139,150,254,179,142,137,265,138,149,337,154
UBOX5,558.38,699.38,841.79,737.72,780.46,795.24,570.2,793.02,581.41,659.39,442.13,477.3
MAFF,663,953,1625,1022,759,1877,598,809,970,982,894,537
LRRC14B,1,4,0,3,4,5,4,7,1,0,5,5
NELFA,1582,1988,2297,1986,2466,2592,1574,2144,1549,1739,1756,1918
SGCZ,112,201,226,127,342,488,165,136,175,314,119,120
EFCAB10,17,14,13,15,39,22,8,67,8,18,26,15
C5orf47,3,5,4,1,2,1,2,0,1,4,2,1
KRT76,0,2,1,0,0,0,0,0,0,0,0,1
INTS5,1000.28,1227.04,1420.57,1662.53,1284.11,1284,1009.07,1498.14,1001.81,1092.78,1215.76,1253.01
RPS27L,1366,1480,1941,2340.93,3521,1276,1027,5791.97,1875.99,1894,3073,1832
ANO9,1,8,15,3,2,1,0,5,13,4,13,9
MYADML2,34,53,31,41,20,32,24,9,20,20,14,11
FAM43A,509,529,693,998,718,758,603,721,545,575,1191,1394
NSMCE3,1509,1769,2145,1748,2356,2226,1458,2276,1440,1743,1985,1992
HSF1,2433,2997,3749,4226,3532,4190,2756,3680,2877,2882,3915,3741
C6orf120,1469,1556,1642,1904,2271,1556,1782,2475,1637,1637,2389,2329
INPP5J,935,1189,1138,1272,781,1262,945,1005,726,668,1083,726
NPY2R,143,147,352,146,313,748,129,115,246,287,164,168
MFSD6L,0,0,0,0,0,0,0,0,2,0,0,1
LRRC37B,843.34,1044.7,1128.44,888.93,911.48,1321.91,784.53,846.34,657.35,762.63,910.7,784.92
DDX51,882,1090,1294,1062,1101,1483,875,1225,896,999,1471,1202
AQP12B,0,0,0,0,0,0,0,0,0,0,0,2
SIGIRR,50,74,70,119,49,64,91,52,59,56,91,76
NRBP2,3210,4039,4246,5183,5260,5884,3550,6258.96,3442.96,3710,4960,3572
PGBD2,287,344,401,384,516,373,319,537,338,354,384,364
TCEAL9,2984,4022,4297,5249,8177,4942,3646,9488,4394,4920,3103,3424
MC2R,0,3,0,0,1,0,1,1,0,3,5,2
RAB11B,8386,11477,12391,9993,11281,13011,8216,10966,8198,9547,8305,8437
PRMT3,487,618,695,630,906,696,505,734,597,686,716,653
PRPF39,1123,1403,1370,1335,2027,1955,1248,2026,1309,1404,1930,2015
MAGEA11,0,0,1,0,0,0,0,1,0,0,2,0
ZNF74,2639,3333,3876,3492,2573,3501,2644,2540,2504,2653,2419,2090
UBALD2,1436,1747,1626,1441,1282,1438,1567,1304,898,1026,1761,2040
TEX33,0,0,0,0,0,0,0,0,0,0,0,0
CDNF,13,12,6,10,41,17,16,35,9,16,21,52
NOTUM,25,48,47,37,117,51,30,103,29,36,26,46
KLHL33,0,0,1,3,0,2,1,2,2,1,13,2
RBM11,248,294,280,376,225,360,221,270,234,316,156,81
GALNT17,5891,7476,7162,12328,5095,6712,6290,8261,6286,6768,6583,3645
NUPR2,0,0,0,0,0,0,0,0,0,0,0,0
IL3RA,0,0,0,1,0,2,1,1,1,0,18,17
SPPL2C,2,2,2,0,1,0,2,1,0,2,2,2
CCDC137,634,793,956,995,1034,843,748,973,738,789,1226,1366
SFTPA2,16,33,22,29,12,30,20,19,17,14,8,9
C12orf56,3,1,1,2,3,0,1,3,1,1,9,21
CDK10,1034.32,1264.12,1705.23,1659.53,2606.76,2286.87,1171.79,1992.45,1266.29,1316.4,1632.72,1381.9
TCN2,699,903,1057,1039,1124,943,751,1154,669,767,815,921
GAS2L1,224,303,386,661,742,368,260,988,428,412,984,1114
TNFAIP8L1,359,514,499,586,570,483,477,591,414,424,620,874
MAPK11,2118,2497,3443,3169,1895,3271,1896,1962,2194,2131,2419,1469
MRPL30,4790.56,5545.34,5582.01,5641.49,4601.66,5319.08,4643.58,5620.09,4088.51,4835.07,4235.34,3967.27
TARS3,1474,1774,1884,1780,1636,2093,1621,1640,1345,1632,1613,1387
SMYD3,1404,1772,2291,2306,1647,2414,1462,1858,1523,1754,1480,1077
METTL7A,9,26,25,106,815,66,88,944,134,179,190,490
IFNLR1,211,315,289,356,102,286,223,123,165,170,283,133
FAM174B,389,484,1004,609,772,1224,407,462,519,648,678,475
ZSWIM9,730,904,958,918,800,1098,704,736,620,693,1011,808
TMEM179B,361,390,442,573,793,414,367,1078,390,432,646,876
GPRIN3,1686,2541,2604,2131,1666,3864,2262,2133,2172,2462,1993,1592
KRT6B,0,0,0,0,1,0,0,6,0,0,0,0
STAC3,20,36,23,61,57.88,46,44,67.93,25,31,22,77
FAAP100,1750,2174,2913,2769,2370,2962,1698,2623,1925,2089,2399,2191
IRF7,152,190,234,255,212,199,119,240,145,161,265,214
FAM131C,543.26,660.72,763.47,741.75,263.58,704.43,579.38,372.29,375.32,484.19,299.04,207.38
LMNTD2,48,68,74,83,77,71,51,136,43,38,29,36
SPATA45,3,7,9,8,9,5,5,7,5,6,6,1
PDE6G,3,6,7,5,6,8,10,17,10,3,19,36
NR2F2,3356,4817,7147,5419,7743,9611,4696,5820,8178,7187,6918,9112
DLK1,117,270,759,1338,1907,1814,560,1970,1068,1877,749,1008
TLCD2,157,186,166,387,735,170,253,913,215,198,1274,850
LSAMP,11226,15047,19568,10022,22201,29620,10748,23958,12700,16772,9603,12506
AHNAK2,4251,5647,5888,12938,4184,6742,5746,9129,6237,6661,6009,2682
OLFML2A,396,424,484,2989,3659,2028,3168,2615,3618,1624,6582,3574
SP1,974,1178,1432,2085,4760,1907,1590,3874,2003,1992,3004,3683
DBX2,6,6,11,29,23,9,11,15,17,11,34,22
PCGF3,5803,7565,7573,7974,7367,8276,6162,7304,6406,7106,7133,6229
LMLN,863,1074,983,1113,1719,1231,1013,1505,977,1038,1014,915
SHC4,2479,3176,4433,2735,2041,5220,1923,2216,3094,3262,4682,2223
KRT79,0,3,2,1,1,1,0,0,3,0,6,4
NTF3,101,166,245,112,88,187,116,31,91,113,143,173
POU3F1,346,531,719,304,575,860.48,299,553,448,572,657,602.73
SNAI3,4,4,9,7,5,7,5,26,12,10,2,7
MORN5,7,9,10,9,83,1,10,89,7,12,6,18
PRAME,0,0,1,0,0,0,0,1,0,0,0,0
MOSMO,2110,2360,2202,2338,1957,2513,2106,2237,1770,2024,2562,1760
DRG1,2927.85,3554.74,4227.58,4036.72,3278.85,3616.74,2882.88,3579.8,2594.92,2912.91,4130.89,4078.83
ANKFY1,8459,10131,9824,11633,10068,9914,8901,11526,7520,8259,10293,9425
YTHDF3,6730,8072,7201,7997,7728,8039,6879,8980,6464,7319,9148,8134
ZNF696,769,984,1209,974,1088,1124,895,1004,813,912,908,865
ADARB2,530,1545,1202,1105,960,1423,1134,659,1044,1898,528,448
NRG3,2413,3487,3808,3232,2783,4947,2589,3054,2921,3523,1880,1343
SRL,7,30,12,167,162,116,106,76,31,44,32,172
C11orf87,1764,2889,2620,1773,1585,2182,1918,2321,1608,2321,1489,1582
IFIT1,33,45,72,137,675,176,66,1031,119,152,165,422
CXorf38,604,773,943,936,993,923,643,1112,768,792,855,902
CLDN24,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTSL5,14,19,12,35,14,17,8,13,29,11,74,47
KCNIP4,861,1191,3174,1032,551,5680,942,747,2328,2187,898,939
SPATA31A6,0,0,0,0,1,0,1,1,0,1,2.93,3.59
MORF4L1,20959.61,26063.07,34812.48,25023.29,30760.49,36477.12,20333.9,29602.83,23019.62,27268.7,23558.33,21505.38
NLRP9,0,0,0,0,2,0,0,2,1,0,2.09,0
WDR53,331,329,311,374,346,256,278,362,245,294,314,369
DMWD,3528,4466.95,5676.99,5227.45,5146.25,6643.03,3784.97,4726.87,3929.99,4329.16,5299.68,4533.73
OR6C76,0,0,0,0,0,0,0,0,0,0,0,0
BCAP31,3869,4810.99,5830.98,5712.97,4877,5526.99,3580.99,5672.99,3983.98,4489,5303.98,4373
GNB1L,108.54,126.77,176.22,166.1,157.29,178.32,115.15,178.92,114.09,144.41,216.09,195.64
EVI2B,1,0,0,1,0,0,0,3,3,0,3,1
TMPRSS11B,0,0,2,0,0,0,0,0,0,0,0,0
THNSL1,664.94,821.96,946.85,933.99,882.84,909.95,715,1072.71,773.96,862.93,589.95,545.9
TRIM69,4065,5131,5465,6500,3419,5020,4383,4369,3808,4104,4092,2659
ATP6V0C,17970.72,24136.68,24828.61,22070.86,18015.32,27283.4,18520.99,18948.13,15515.91,18374.7,17642.56,15246.35
PRSS38,0,0,0,0,0,0,0,0,0,1,0,0
BPY2C,0,0,0,0,0,0,0,0,0,0,0,0
LAMP1,8868,11281,11587,15270,15630.76,12049,9638,20932,9866,11036,18813,16631
FFAR3,0,0,0,1,1,0,0,0,0,0,0,0
TAS2R60,0,0,0,1,0,1,0,0,0,0,1,0
C16orf54,0,0,0,0,2,0,0,3,0,0,6,14
KLHDC8B,1954,2273,2675,2912,3055,1911,1619,4150,1621,1801,1945,1589
KLHL34,1,3,2,6,2,1,3,6,2,3,3,4
RTN4RL1,2243,2703,2108,2390,1482,1448,1993,2884,1478,1277,1372,1033
OR4C46,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP5-5,0,0,0,2,0,1,0,0,0,1,0,1
RNPC3,729.59,757.12,805.48,884.04,1295.99,1071.59,749.45,1474.68,729.8,757.35,1161.9,994.59
ZNF267,371,386,433,455,586.5,523,441,617,455.3,501,425,539.6
IRS2,5989,7654,10014,9060,5209,10393,6179,6675,6769,7001,10819,7994
C7orf61,26,20.17,31.96,49.66,12.59,38,37,17.44,3.77,14.47,46.77,36.79
FAM186A,1,1,0,0,0,0,0,0,0,1,2,1
LCE3A,0,0,0,0,0,0,0,0,0,0,0,0
BICD2,4442,5681,6458,7087,5816,7393,4821,5981,5034,5704,5523,4692
LCE3E,0,0,0,0,0,0,0,0,0,0,0,0
CCIN,2,2,1,16,10,6,2,16,6,8,17,14
GRK1,31,37,40,38,30,32,46,38,28,40,39,63
DEFB128,0,0,0,0,0,0,0,0,0,0,0,0
RASA3,1132,1496,1760,2098,2480,2031,1318,2046,1646,1939,2098,1890
LRCH3,3096,3636,3574,3917,4363.89,3744,3177,4315.83,2935,3258,4345,4330
LEMD1,354,528,705,639,301,569,337,366,403,456,163,114
ATP4B,0,1,0,0,5,1,0,2,1,0,4,7
NDUFA13,3844.18,5111.08,5612.72,4957.68,5133.82,4971.35,3541.38,5305.32,3731.62,4264.81,4260.79,3987.05
